item_nbr,family,class,perishable,label
1165989,GROCERY I,1028,0,4.0
1166036,GROCERY I,1016,0,6.0
1166478,GROCERY I,1028,0,4.0
1167175,GROCERY I,1016,0,6.0
1167487,GROCERY I,1025,0,4.0
1167754,GROCERY I,1034,0,4.0
1168717,GROCERY I,1026,0,4.0
1168718,GROCERY I,1026,0,4.0
1171142,GROCERY I,1028,0,4.0
1173853,GROCERY I,1040,0,6.0
1174923,GROCERY I,1074,0,4.0
1175993,GROCERY I,1033,0,5.0
1176558,GROCERY I,1026,0,4.0
1176559,GROCERY I,1026,0,4.0
1176560,GROCERY I,1026,0,4.0
1176561,GROCERY I,1026,0,4.0
1176562,GROCERY I,1026,0,4.0
1177984,GROCERY I,1002,0,0.0
1178687,GROCERY I,1026,0,4.0
1179109,GROCERY I,1040,0,6.0
1209718,GROCERY I,1042,0,1.0
1209719,GROCERY I,1042,0,1.0
1209720,GROCERY I,1042,0,1.0
1209721,GROCERY I,1042,0,1.0
1221045,GROCERY I,1010,0,1.0
1224495,GROCERY I,1016,0,6.0
1225768,GROCERY I,1016,0,6.0
1225769,GROCERY I,1016,0,6.0
1225770,GROCERY I,1016,0,6.0
1225771,GROCERY I,1016,0,6.0
1226920,GROCERY I,1028,0,4.0
1228312,GROCERY I,1028,0,4.0
1228320,GROCERY I,1088,0,6.0
1228321,GROCERY I,1088,0,6.0
1234340,GROCERY I,1028,0,4.0
1235251,GROCERY I,1034,0,4.0
1235334,GROCERY I,1028,0,4.0
1235364,GROCERY I,1092,0,4.0
1235365,GROCERY I,1092,0,4.0
1237005,GROCERY I,1036,0,4.0
1237410,GROCERY I,1034,0,4.0
1239294,GROCERY I,1002,0,0.0
1242666,GROCERY I,1094,0,4.0
1242667,GROCERY I,1094,0,4.0
1242670,GROCERY I,1094,0,4.0
1245918,GROCERY I,1088,0,6.0
1246493,GROCERY I,1016,0,6.0
1246495,GROCERY I,1016,0,6.0
1246498,GROCERY I,1016,0,6.0
1246757,GROCERY I,1074,0,4.0
1246758,GROCERY I,1074,0,4.0
1246784,GROCERY I,1074,0,4.0
1246785,GROCERY I,1074,0,4.0
1248391,GROCERY I,1096,0,4.0
1248394,GROCERY I,1096,0,4.0
1248464,GROCERY I,1088,0,6.0
1250226,GROCERY I,1028,0,4.0
1253470,GROCERY I,1030,0,0.0
1259952,GROCERY I,1030,0,0.0
1260241,GROCERY I,1058,0,6.0
1260242,GROCERY I,1058,0,6.0
1261376,GROCERY I,1058,0,6.0
1281253,GROCERY I,1056,0,4.0
1282047,GROCERY I,1002,0,0.0
1284221,GROCERY I,1084,0,1.0
1289417,GROCERY I,1002,0,0.0
1289418,GROCERY I,1002,0,0.0
1300325,GROCERY I,1039,0,4.0
1304488,GROCERY I,1026,0,4.0
1304490,GROCERY I,1026,0,4.0
1304491,GROCERY I,1026,0,4.0
1309672,GROCERY I,1045,0,3.0
1312957,GROCERY I,1040,0,6.0
1314409,GROCERY I,1039,0,4.0
1316369,GROCERY I,1026,0,4.0
1317094,GROCERY I,1026,0,4.0
1317095,GROCERY I,1026,0,4.0
1317096,GROCERY I,1026,0,4.0
1320708,GROCERY I,1072,0,8.0
1320857,GROCERY I,1010,0,1.0
1321336,GROCERY I,1012,0,1.0
1322479,GROCERY I,1016,0,6.0
1323422,GROCERY I,1003,0,1.0
1324174,GROCERY I,1010,0,1.0
1324591,GROCERY I,1074,0,4.0
1324667,GROCERY I,1094,0,4.0
1324668,GROCERY I,1094,0,4.0
1324670,GROCERY I,1094,0,4.0
1325362,GROCERY I,1084,0,1.0
1328340,GROCERY I,1078,0,4.0
1333224,GROCERY I,1040,0,6.0
1333225,GROCERY I,1040,0,6.0
1333994,GROCERY I,1040,0,6.0
1334068,GROCERY I,1028,0,4.0
1334074,GROCERY I,1044,0,4.0
1339795,GROCERY I,1028,0,4.0
1342003,GROCERY I,1014,0,9.0
1342006,GROCERY I,1014,0,9.0
1342007,GROCERY I,1014,0,9.0
1342008,GROCERY I,1014,0,9.0
1342009,GROCERY I,1014,0,9.0
1344755,GROCERY I,1012,0,1.0
1345067,GROCERY I,1030,0,0.0
1345068,GROCERY I,1030,0,0.0
1345070,GROCERY I,1030,0,0.0
1345071,GROCERY I,1030,0,0.0
1345072,GROCERY I,1030,0,0.0
1345981,GROCERY I,1072,0,8.0
1346621,GROCERY I,1078,0,4.0
1346624,GROCERY I,1096,0,4.0
1347810,GROCERY I,1040,0,6.0
1347811,GROCERY I,1040,0,6.0
1347977,GROCERY I,1024,0,4.0
1348510,GROCERY I,1034,0,4.0
1348983,GROCERY I,1080,0,7.0
1349806,GROCERY I,1030,0,0.0
1349807,GROCERY I,1030,0,0.0
1349808,GROCERY I,1030,0,0.0
1351227,GROCERY I,1040,0,6.0
1351305,GROCERY I,1042,0,1.0
1353191,GROCERY I,1088,0,6.0
1354380,GROCERY I,1042,0,1.0
1354381,GROCERY I,1042,0,1.0
1354382,GROCERY I,1042,0,1.0
1354383,GROCERY I,1042,0,1.0
1354384,GROCERY I,1042,0,1.0
1354385,GROCERY I,1042,0,1.0
1354386,GROCERY I,1042,0,1.0
1354387,GROCERY I,1042,0,1.0
1354388,GROCERY I,1042,0,1.0
1354389,GROCERY I,1042,0,1.0
1354390,GROCERY I,1042,0,1.0
1354711,GROCERY I,1016,0,6.0
1354712,GROCERY I,1016,0,6.0
1354713,GROCERY I,1016,0,6.0
1354714,GROCERY I,1016,0,6.0
1354719,GROCERY I,1016,0,6.0
1363877,GROCERY I,1014,0,9.0
1363878,GROCERY I,1014,0,9.0
1372326,GROCERY I,1062,0,0.0
1386220,GROCERY I,1030,0,0.0
1390351,GROCERY I,1040,0,6.0
1390352,GROCERY I,1040,0,6.0
1390405,GROCERY I,1036,0,4.0
1391408,GROCERY I,1046,0,4.0
1391548,GROCERY I,1076,0,8.0
1391549,GROCERY I,1076,0,8.0
1393047,GROCERY I,1040,0,6.0
1395693,GROCERY I,1028,0,4.0
1397779,GROCERY I,1030,0,0.0
1397797,GROCERY I,1016,0,6.0
1397802,GROCERY I,1016,0,6.0
1403463,GROCERY I,1080,0,7.0
1403464,GROCERY I,1080,0,7.0
1410792,GROCERY I,1026,0,4.0
1411065,GROCERY I,1030,0,0.0
1417148,GROCERY I,1076,0,8.0
1417154,GROCERY I,1028,0,4.0
1417697,GROCERY I,1042,0,1.0
1418022,GROCERY I,1026,0,4.0
1418842,GROCERY I,1004,0,6.0
1418844,GROCERY I,1004,0,6.0
1418845,GROCERY I,1004,0,6.0
1418846,GROCERY I,1004,0,6.0
1418847,GROCERY I,1004,0,6.0
1421438,GROCERY I,1016,0,6.0
1422036,GROCERY I,1086,0,4.0
1422284,GROCERY I,1086,0,4.0
1422849,GROCERY I,1072,0,8.0
1426023,GROCERY I,1072,0,8.0
1441468,GROCERY I,1062,0,0.0
1441513,GROCERY I,1008,0,4.0
1441514,GROCERY I,1008,0,4.0
1441515,GROCERY I,1008,0,4.0
1441516,GROCERY I,1008,0,4.0
1441517,GROCERY I,1008,0,4.0
1441817,GROCERY I,1084,0,1.0
1444597,GROCERY I,1008,0,4.0
1444598,GROCERY I,1008,0,4.0
1444615,GROCERY I,1094,0,4.0
1445281,GROCERY I,1040,0,6.0
1449645,GROCERY I,1074,0,4.0
1457518,GROCERY I,1008,0,4.0
1457834,GROCERY I,1074,0,4.0
1457835,GROCERY I,1074,0,4.0
1458329,GROCERY I,1062,0,0.0
1458461,GROCERY I,1030,0,0.0
1459058,GROCERY I,1022,0,2.0
1459692,GROCERY I,1040,0,6.0
1459697,GROCERY I,1040,0,6.0
1463437,GROCERY I,1072,0,8.0
1463451,GROCERY I,1028,0,4.0
1464469,GROCERY I,1026,0,4.0
1466826,GROCERY I,1048,0,4.0
1466827,GROCERY I,1048,0,4.0
1467088,GROCERY I,1087,0,0.0
1467093,GROCERY I,1093,0,0.0
1471143,GROCERY I,1092,0,4.0
1472433,GROCERY I,1074,0,4.0
1898998,GROCERY I,1028,0,4.0
1899450,GROCERY I,1026,0,4.0
1905638,GROCERY I,1028,0,4.0
1905639,GROCERY I,1028,0,4.0
1906821,GROCERY I,1086,0,4.0
1909699,GROCERY I,1088,0,6.0
1909708,GROCERY I,1044,0,4.0
1910055,GROCERY I,1092,0,4.0
1911102,GROCERY I,1074,0,4.0
1912671,GROCERY I,1062,0,0.0
1913813,GROCERY I,1024,0,4.0
1914276,GROCERY I,1060,0,1.0
1914367,GROCERY I,1092,0,4.0
1915102,GROCERY I,1044,0,4.0
1916208,GROCERY I,1026,0,4.0
1916209,GROCERY I,1026,0,4.0
1919933,GROCERY I,1016,0,6.0
1919935,GROCERY I,1016,0,6.0
1919937,GROCERY I,1016,0,6.0
1919977,GROCERY I,1016,0,6.0
1920016,GROCERY I,1016,0,6.0
1920035,GROCERY I,1016,0,6.0
1920045,GROCERY I,1016,0,6.0
1920046,GROCERY I,1016,0,6.0
1920057,GROCERY I,1016,0,6.0
1920059,GROCERY I,1016,0,6.0
1920067,GROCERY I,1016,0,6.0
1920069,GROCERY I,1016,0,6.0
1920071,GROCERY I,1016,0,6.0
1920072,GROCERY I,1016,0,6.0
1920080,GROCERY I,1016,0,6.0
1920084,GROCERY I,1016,0,6.0
1920095,GROCERY I,1016,0,6.0
1920096,GROCERY I,1016,0,6.0
1920107,GROCERY I,1016,0,6.0
1920117,GROCERY I,1016,0,6.0
1920141,GROCERY I,1016,0,6.0
1920145,GROCERY I,1016,0,6.0
1920863,GROCERY I,1006,0,0.0
1923218,GROCERY I,1034,0,4.0
1929795,GROCERY I,1016,0,6.0
1929797,GROCERY I,1016,0,6.0
1930065,GROCERY I,1028,0,4.0
1930967,GROCERY I,1004,0,6.0
1933240,GROCERY I,1076,0,8.0
1935601,GROCERY I,1004,0,6.0
1936173,GROCERY I,1004,0,6.0
1936510,GROCERY I,1074,0,4.0
1936589,GROCERY I,1034,0,4.0
1936629,GROCERY I,1034,0,4.0
1937350,GROCERY I,1002,0,0.0
1937443,GROCERY I,1002,0,0.0
1937608,GROCERY I,1034,0,4.0
1937611,GROCERY I,1034,0,4.0
1937662,GROCERY I,1034,0,4.0
1946311,GROCERY I,1036,0,4.0
1946325,GROCERY I,1026,0,4.0
1946668,GROCERY I,1016,0,6.0
1948305,GROCERY I,1074,0,4.0
1948632,GROCERY I,1012,0,1.0
1949872,GROCERY I,1016,0,6.0
1949898,GROCERY I,1026,0,4.0
1950263,GROCERY I,1030,0,0.0
1950658,GROCERY I,1096,0,4.0
1950890,GROCERY I,1076,0,8.0
1954510,GROCERY I,1072,0,8.0
1955347,GROCERY I,1030,0,0.0
1956004,GROCERY I,1076,0,8.0
1956479,GROCERY I,1026,0,4.0
1956622,GROCERY I,1018,0,5.0
1957773,GROCERY I,1003,0,1.0
1958262,GROCERY I,1042,0,1.0
1958268,GROCERY I,1042,0,1.0
1960304,GROCERY I,1032,0,4.0
1961595,GROCERY I,1016,0,6.0
1963540,GROCERY I,1040,0,6.0
1963811,GROCERY I,1040,0,6.0
1963892,GROCERY I,1040,0,6.0
1963919,GROCERY I,1002,0,0.0
1965343,GROCERY I,1032,0,4.0
1965457,GROCERY I,1074,0,4.0
1965853,GROCERY I,1016,0,6.0
1965878,GROCERY I,1016,0,6.0
1965978,GROCERY I,1016,0,6.0
1967038,GROCERY I,1016,0,6.0
1967150,GROCERY I,1040,0,6.0
1967566,GROCERY I,1040,0,6.0
1967642,GROCERY I,1044,0,4.0
1967660,GROCERY I,1044,0,4.0
1967914,GROCERY I,1048,0,4.0
1968073,GROCERY I,1066,0,1.0
1969675,GROCERY I,1030,0,0.0
1969929,GROCERY I,1034,0,4.0
1970207,GROCERY I,1074,0,4.0
1970428,GROCERY I,1026,0,4.0
1973606,GROCERY I,1026,0,4.0
1974931,GROCERY I,1092,0,4.0
1975439,GROCERY I,1034,0,4.0
1975468,GROCERY I,1034,0,4.0
1975512,GROCERY I,1034,0,4.0
1975514,GROCERY I,1034,0,4.0
1975527,GROCERY I,1034,0,4.0
1975558,GROCERY I,1034,0,4.0
1975562,GROCERY I,1034,0,4.0
1975571,GROCERY I,1034,0,4.0
1975578,GROCERY I,1034,0,4.0
1975584,GROCERY I,1034,0,4.0
1975598,GROCERY I,1034,0,4.0
1975602,GROCERY I,1089,0,5.0
1975649,GROCERY I,1022,0,2.0
1975680,GROCERY I,1034,0,4.0
1975686,GROCERY I,1016,0,6.0
1975715,GROCERY I,1034,0,4.0
1976342,GROCERY I,1040,0,6.0
1977218,GROCERY I,1034,0,4.0
1979200,GROCERY I,1044,0,4.0
1980816,GROCERY I,1016,0,6.0
1981370,GROCERY I,1042,0,1.0
1981607,GROCERY I,1014,0,9.0
1982059,GROCERY I,1040,0,6.0
1987120,GROCERY I,1040,0,6.0
1987152,GROCERY I,1040,0,6.0
1987263,GROCERY I,1040,0,6.0
1987383,GROCERY I,1016,0,6.0
1987709,GROCERY I,1016,0,6.0
1988902,GROCERY I,1002,0,0.0
1989346,GROCERY I,1030,0,0.0
1991151,GROCERY I,1048,0,4.0
1991217,GROCERY I,1056,0,4.0
1991561,GROCERY I,1062,0,0.0
1992672,GROCERY I,1034,0,4.0
1993077,GROCERY I,1040,0,6.0
1993195,GROCERY I,1040,0,6.0
1994863,GROCERY I,1072,0,8.0
1994926,GROCERY I,1086,0,4.0
1994941,GROCERY I,1030,0,0.0
1997322,GROCERY I,1042,0,1.0
1997976,GROCERY I,1074,0,4.0
1998078,GROCERY I,1040,0,6.0
1999114,GROCERY I,1070,0,1.0
2001632,GROCERY I,1054,0,4.0
2002412,GROCERY I,1014,0,9.0
2002469,GROCERY I,1014,0,9.0
2002703,GROCERY I,1042,0,1.0
2002963,GROCERY I,1076,0,8.0
2003375,GROCERY I,1036,0,4.0
2003389,GROCERY I,1036,0,4.0
2003409,GROCERY I,1036,0,4.0
2004754,GROCERY I,1040,0,6.0
2005057,GROCERY I,1040,0,6.0
2005335,GROCERY I,1016,0,6.0
2005613,GROCERY I,1004,0,6.0
2005877,GROCERY I,1016,0,6.0
2005984,GROCERY I,1016,0,6.0
2006089,GROCERY I,1076,0,8.0
2006310,GROCERY I,1026,0,4.0
2006630,GROCERY I,1076,0,8.0
2009827,GROCERY I,1028,0,4.0
2010082,GROCERY I,1076,0,8.0
2010125,GROCERY I,1052,0,0.0
2010127,GROCERY I,1072,0,8.0
2010192,GROCERY I,1082,0,0.0
2010216,GROCERY I,1032,0,4.0
2010233,GROCERY I,1050,0,0.0
2010260,GROCERY I,1068,0,0.0
2010269,GROCERY I,1082,0,0.0
2010278,GROCERY I,1032,0,4.0
2010282,GROCERY I,1068,0,0.0
2010290,GROCERY I,1068,0,0.0
2010329,GROCERY I,1072,0,8.0
2010356,GROCERY I,1032,0,4.0
2010359,GROCERY I,1068,0,0.0
2010370,GROCERY I,1072,0,8.0
2010379,GROCERY I,1052,0,0.0
2010404,GROCERY I,1072,0,8.0
2010419,GROCERY I,1072,0,8.0
2010428,GROCERY I,1032,0,4.0
2010444,GROCERY I,1068,0,0.0
2010456,GROCERY I,1052,0,0.0
2010487,GROCERY I,1052,0,0.0
2010498,GROCERY I,1052,0,0.0
2010511,GROCERY I,1032,0,4.0
2010519,GROCERY I,1068,0,0.0
2010568,GROCERY I,1072,0,8.0
2010574,GROCERY I,1082,0,0.0
2010598,GROCERY I,1050,0,0.0
2010615,GROCERY I,1032,0,4.0
2010652,GROCERY I,1032,0,4.0
2010667,GROCERY I,1072,0,8.0
2010676,GROCERY I,1072,0,8.0
2010693,GROCERY I,1072,0,8.0
2010702,GROCERY I,1052,0,0.0
2010743,GROCERY I,1032,0,4.0
2010756,GROCERY I,1032,0,4.0
2010762,GROCERY I,1032,0,4.0
2010766,GROCERY I,1072,0,8.0
2010779,GROCERY I,1032,0,4.0
2010786,GROCERY I,1050,0,0.0
2010793,GROCERY I,1032,0,4.0
2010880,GROCERY I,1032,0,4.0
2010885,GROCERY I,1094,0,4.0
2010902,GROCERY I,1072,0,8.0
2010913,GROCERY I,1082,0,0.0
2010916,GROCERY I,1032,0,4.0
2010918,GROCERY I,1032,0,4.0
2010945,GROCERY I,1068,0,0.0
2010959,GROCERY I,1050,0,0.0
2010964,GROCERY I,1050,0,0.0
2010989,GROCERY I,1068,0,0.0
2011008,GROCERY I,1032,0,4.0
2011073,GROCERY I,1032,0,4.0
2011080,GROCERY I,1072,0,8.0
2011105,GROCERY I,1082,0,0.0
2011110,GROCERY I,1052,0,0.0
2011114,GROCERY I,1032,0,4.0
2011127,GROCERY I,1068,0,0.0
2011148,GROCERY I,1068,0,0.0
2011153,GROCERY I,1052,0,0.0
2011155,GROCERY I,1032,0,4.0
2011200,GROCERY I,1032,0,4.0
2011208,GROCERY I,1050,0,0.0
2011211,GROCERY I,1032,0,4.0
2011218,GROCERY I,1082,0,0.0
2011220,GROCERY I,1032,0,4.0
2011225,GROCERY I,1032,0,4.0
2011243,GROCERY I,1032,0,4.0
2011259,GROCERY I,1032,0,4.0
2011266,GROCERY I,1050,0,0.0
2011328,GROCERY I,1072,0,8.0
2011329,GROCERY I,1083,0,6.0
2011346,GROCERY I,1068,0,0.0
2011399,GROCERY I,1050,0,0.0
2011401,GROCERY I,1068,0,0.0
2011437,GROCERY I,1063,0,0.0
2011448,GROCERY I,1063,0,0.0
2011449,GROCERY I,1052,0,0.0
2011450,GROCERY I,1035,0,0.0
2011451,GROCERY I,1063,0,0.0
2011457,GROCERY I,1063,0,0.0
2011459,GROCERY I,1063,0,0.0
2011463,GROCERY I,1052,0,0.0
2011468,GROCERY I,1063,0,0.0
2011470,GROCERY I,1063,0,0.0
2011471,GROCERY I,1027,0,5.0
2011872,GROCERY I,1084,0,1.0
2011910,GROCERY I,1074,0,4.0
2012576,GROCERY I,1042,0,1.0
2012591,GROCERY I,1042,0,1.0
2013621,GROCERY I,1010,0,1.0
2013651,GROCERY I,1010,0,1.0
2013674,GROCERY I,1010,0,1.0
2014922,GROCERY I,1002,0,0.0
2015628,GROCERY I,1077,0,1.0
2015820,GROCERY I,1077,0,1.0
2016362,GROCERY I,1040,0,6.0
2016795,GROCERY I,1008,0,4.0
2016864,GROCERY I,1040,0,6.0
2017343,GROCERY I,1026,0,4.0
2019084,GROCERY I,1028,0,4.0
2026312,GROCERY I,1016,0,6.0
2026369,GROCERY I,1072,0,8.0
2026444,GROCERY I,1034,0,4.0
2026454,GROCERY I,1034,0,4.0
2026501,GROCERY I,1034,0,4.0
2026597,GROCERY I,1060,0,1.0
2026609,GROCERY I,1034,0,4.0
2026631,GROCERY I,1060,0,1.0
2026650,GROCERY I,1034,0,4.0
2026683,GROCERY I,1034,0,4.0
2026801,GROCERY I,1060,0,1.0
2026858,GROCERY I,1034,0,4.0
2026893,GROCERY I,1034,0,4.0
2026945,GROCERY I,1034,0,4.0
2026959,GROCERY I,1034,0,4.0
2026983,GROCERY I,1034,0,4.0
2027090,GROCERY I,1060,0,1.0
2027203,GROCERY I,1034,0,4.0
2027252,GROCERY I,1034,0,4.0
2028983,GROCERY I,1010,0,1.0
2030002,GROCERY I,1006,0,0.0
2030822,GROCERY I,1040,0,6.0
2031325,GROCERY I,1040,0,6.0
2033992,GROCERY I,1033,0,5.0
2034212,GROCERY I,1016,0,6.0
2035258,GROCERY I,1086,0,4.0
2036676,GROCERY I,1040,0,6.0
2040614,GROCERY I,1041,0,5.0
2042314,GROCERY I,1030,0,0.0
2043261,GROCERY I,1094,0,4.0
2043559,GROCERY I,1078,0,4.0
2045493,GROCERY I,1028,0,4.0
2045533,GROCERY I,1075,0,0.0
2046260,GROCERY I,1026,0,4.0
2047495,GROCERY I,1042,0,1.0
2048113,GROCERY I,1016,0,6.0
2048139,GROCERY I,1016,0,6.0
2048141,GROCERY I,1016,0,6.0
2048163,GROCERY I,1016,0,6.0
2048164,GROCERY I,1016,0,6.0
2048182,GROCERY I,1016,0,6.0
2048193,GROCERY I,1016,0,6.0
2048242,GROCERY I,1016,0,6.0
2048246,GROCERY I,1016,0,6.0
2048248,GROCERY I,1016,0,6.0
2048271,GROCERY I,1016,0,6.0
2048279,GROCERY I,1016,0,6.0
2048300,GROCERY I,1016,0,6.0
2048313,GROCERY I,1016,0,6.0
2048323,GROCERY I,1016,0,6.0
2048362,GROCERY I,1016,0,6.0
2048374,GROCERY I,1016,0,6.0
2048381,GROCERY I,1016,0,6.0
2048399,GROCERY I,1016,0,6.0
2048406,GROCERY I,1016,0,6.0
2048421,GROCERY I,1016,0,6.0
2048471,GROCERY I,1016,0,6.0
2048515,GROCERY I,1016,0,6.0
2048546,GROCERY I,1016,0,6.0
2048596,GROCERY I,1016,0,6.0
2048609,GROCERY I,1016,0,6.0
2048624,GROCERY I,1016,0,6.0
2048633,GROCERY I,1016,0,6.0
2048674,GROCERY I,1016,0,6.0
2049304,GROCERY I,1035,0,0.0
2052563,GROCERY I,1016,0,6.0
2053415,GROCERY I,1082,0,0.0
2054300,GROCERY I,1040,0,6.0
2056557,GROCERY I,1004,0,6.0
2057762,GROCERY I,1028,0,4.0
2058362,GROCERY I,1052,0,0.0
2061781,GROCERY I,1074,0,4.0
2067056,GROCERY I,1016,0,6.0
2067123,GROCERY I,1008,0,4.0
2067333,GROCERY I,1036,0,4.0
2068536,GROCERY I,1028,0,4.0
2075733,GROCERY I,1068,0,0.0
2076761,GROCERY I,1068,0,0.0
2088860,GROCERY I,1006,0,0.0
2088922,GROCERY I,1076,0,8.0
2088946,GROCERY I,1026,0,4.0
2089036,GROCERY I,1034,0,4.0
2089224,GROCERY I,1026,0,4.0
2089276,GROCERY I,1006,0,0.0
2089339,GROCERY I,1006,0,0.0
2108569,GROCERY I,1086,0,4.0
2108843,GROCERY I,1086,0,4.0
2109909,GROCERY I,1074,0,4.0
2109969,GROCERY I,1060,0,1.0
2112461,GROCERY I,1030,0,0.0
2112462,GROCERY I,1030,0,0.0
2114566,GROCERY I,1034,0,4.0
2114752,GROCERY I,1034,0,4.0
2116139,GROCERY I,1068,0,0.0
2116416,GROCERY I,1060,0,1.0
2118662,GROCERY I,1010,0,1.0
2120180,GROCERY I,1006,0,0.0
2120216,GROCERY I,1006,0,0.0
2120506,GROCERY I,1040,0,6.0
2120681,GROCERY I,1028,0,4.0
2120723,GROCERY I,1068,0,0.0
2120768,GROCERY I,1040,0,6.0
2121610,GROCERY I,1036,0,4.0
2121690,GROCERY I,1036,0,4.0
2122188,GROCERY I,1084,0,1.0
2122868,GROCERY I,1088,0,6.0
2123410,GROCERY I,1012,0,1.0
2123463,GROCERY I,1076,0,8.0
2123468,GROCERY I,1068,0,0.0
2123727,GROCERY I,1028,0,4.0
2123747,GROCERY I,1022,0,2.0
2123750,GROCERY I,1008,0,4.0
2123775,GROCERY I,1030,0,0.0
2123791,GROCERY I,1068,0,0.0
2124705,GROCERY I,1040,0,6.0
2125814,GROCERY I,1042,0,1.0
2126842,GROCERY I,1030,0,0.0
2127175,GROCERY I,1026,0,4.0
2127206,GROCERY I,1040,0,6.0
2127544,GROCERY I,1040,0,6.0
2127651,GROCERY I,1068,0,0.0
2127733,GROCERY I,1068,0,0.0
2127921,GROCERY I,1028,0,4.0
2127992,GROCERY I,1028,0,4.0
2129334,GROCERY I,1086,0,4.0
2129350,GROCERY I,1086,0,4.0
2129387,GROCERY I,1068,0,0.0
2129515,GROCERY I,1042,0,1.0
2129678,GROCERY I,1030,0,0.0
2129786,GROCERY I,1016,0,6.0
2129790,GROCERY I,1094,0,4.0
2129892,GROCERY I,1092,0,4.0
2129994,GROCERY I,1092,0,4.0
2130131,GROCERY I,1092,0,4.0
2130219,GROCERY I,1094,0,4.0
2130265,GROCERY I,1094,0,4.0
2130352,GROCERY I,1094,0,4.0
2130474,GROCERY I,1064,0,0.0
2130521,GROCERY I,1040,0,6.0
2130526,GROCERY I,1030,0,0.0
2131572,GROCERY I,1002,0,0.0
2131699,GROCERY I,1002,0,0.0
2132163,GROCERY I,1040,0,6.0
2132318,GROCERY I,1002,0,0.0
2132945,GROCERY I,1026,0,4.0
2132957,GROCERY I,1068,0,0.0
